Issue_Type_ID,Issue_Category,Priority_Level,Issue_Subcategory_Corrected,
3810,Account,High,Update Profile,
4426,Account,High,Subscription Change,
1312,Account,High,Update Profile,
5756,Account,High,Delete Account,
519,Account,High,Update Profile,
3607,Account,High,Update Profile,
2887,Account,High,Subscription Change,
227,Account,High,Update Profile,
4830,Account,High,Update Profile,
4642,Account,High,Update Profile,
257,Account,High,Subscription Change,
340,Account,High,Update Profile,
5079,Account,High,Update Profile,
5165,Account,High,Update Profile,
3706,Account,High,Update Profile,
3283,Account,High,Subscription Change,
5435,Account,High,Update Profile,
3877,Account,High,Update Profile,
2172,Account,High,Subscription Change,
1441,Account,High,Update Profile,
1271,Account,High,Delete Account,
5228,Account,High,Update Profile,
1946,Account,High,Subscription Change,
1589,Account,High,Subscription Change,
1281,Account,High,Subscription Change,
5494,Account,High,Subscription Change,
282,Account,High,Update Profile,
1495,Account,High,Subscription Change,
1642,Account,High,Update Profile,
4541,Account,High,Update Profile,
3814,Account,High,Update Profile,
973,Account,High,Update Profile,
5216,Account,High,Delete Account,
1022,Account,High,Subscription Change,
2704,Account,High,Subscription Change,
2973,Account,High,Update Profile,
2822,Account,High,Subscription Change,
924,Account,High,Delete Account,
4592,Account,High,Update Profile,
4137,Account,High,Subscription Change,
899,Account,High,Subscription Change,
1768,Account,High,Update Profile,
5344,Account,High,Delete Account,
4633,Account,High,Update Profile,
3612,Account,High,Update Profile,
4932,Account,High,Update Profile,
4995,Account,High,Subscription Change,
3489,Account,High,Update Profile,
4497,Account,High,Update Profile,
1904,Account,High,Update Profile,
212,Account,High,Update Profile,
5958,Account,High,Subscription Change,
5873,Account,High,Subscription Change,
144,Account,High,Subscription Change,
2302,Account,High,Delete Account,
660,Account,High,Update Profile,
2569,Account,High,Update Profile,
1936,Account,High,Subscription Change,
4754,Account,High,Subscription Change,
4593,Account,High,Update Profile,
4973,Account,High,Update Profile,
3643,Account,High,Delete Account,
4284,Account,High,Update Profile,
3731,Account,High,Update Profile,
4700,Account,High,Update Profile,
5303,Account,High,Subscription Change,
4117,Account,High,Update Profile,
1471,Account,High,Update Profile,
879,Account,High,Update Profile,
4433,Account,High,Subscription Change,
3935,Account,High,Update Profile,
3501,Account,High,Update Profile,
2641,Account,High,Update Profile,
4640,Account,High,Update Profile,
5706,Account,High,Update Profile,
5082,Account,High,Subscription Change,
4995,Account,High,Update Profile,
3369,Account,High,Subscription Change,
1503,Account,High,Update Profile,
1713,Account,High,Update Profile,
2583,Account,High,Update Profile,
2366,Account,High,Subscription Change,
1182,Account,High,Subscription Change,
5511,Account,High,Subscription Change,
58,Account,High,Update Profile,
569,Account,High,Subscription Change,
4947,Account,High,Update Profile,
5552,Account,High,Update Profile,
441,Account,High,Subscription Change,
1314,Account,High,Delete Account,
3108,Account,High,Subscription Change,
5268,Account,High,Update Profile,
238,Account,High,Subscription Change,
797,Account,High,Update Profile,
4042,Account,High,Update Profile,
4488,Account,High,Update Profile,
92,Account,High,Delete Account,
3792,Account,High,Update Profile,
1206,Account,High,Subscription Change,
3303,Account,High,Update Profile,
1001,Account,High,Delete Account,
1199,Account,High,Update Profile,
4491,Account,High,Update Profile,
3996,Account,High,Update Profile,
4250,Account,High,Subscription Change,
4528,Account,High,Subscription Change,
595,Account,High,Update Profile,
3007,Account,High,Update Profile,
5937,Account,High,Subscription Change,
2712,Account,High,Update Profile,
3483,Account,High,Update Profile,
34,Account,High,Update Profile,
598,Account,High,Update Profile,
633,Account,High,Subscription Change,
1203,Account,High,Subscription Change,
4140,Account,High,Delete Account,
2288,Account,High,Update Profile,
1831,Account,High,Subscription Change,
455,Account,High,Update Profile,
5893,Account,High,Update Profile,
3808,Account,High,Update Profile,
1611,Account,High,Update Profile,
210,Account,High,Update Profile,
4649,Account,High,Delete Account,
414,Account,High,Update Profile,
4638,Account,High,Update Profile,
2115,Account,High,Update Profile,
3460,Account,High,Update Profile,
412,Account,High,Update Profile,
2916,Account,High,Update Profile,
2284,Account,High,Update Profile,
3855,Account,High,Update Profile,
1796,Account,High,Subscription Change,
4767,Account,High,Subscription Change,
5303,Account,High,Update Profile,
4645,Account,High,Update Profile,
3697,Account,High,Subscription Change,
4883,Account,High,Update Profile,
2566,Account,High,Delete Account,
1602,Account,High,Subscription Change,
761,Account,High,Update Profile,
5097,Account,High,Subscription Change,
3199,Account,High,Subscription Change,
837,Account,High,Update Profile,
3955,Account,High,Update Profile,
864,Account,High,Delete Account,
3473,Account,High,Subscription Change,
3744,Account,High,Delete Account,
2343,Account,High,Subscription Change,
4409,Account,High,Update Profile,
4882,Account,High,Update Profile,
1424,Account,High,Subscription Change,
1163,Account,High,Delete Account,
161,Account,High,Subscription Change,
1505,Account,High,Update Profile,
5570,Account,High,Update Profile,
1304,Account,High,Update Profile,
1776,Account,High,Update Profile,
728,Account,High,Update Profile,
2776,Account,High,Update Profile,
4005,Account,High,Update Profile,
3032,Account,High,Delete Account,
4280,Account,High,Subscription Change,
4956,Account,High,Update Profile,
4236,Account,High,Delete Account,
3316,Account,High,Update Profile,
4189,Account,High,Subscription Change,
5145,Account,High,Update Profile,
3597,Account,High,Delete Account,
1072,Account,High,Subscription Change,
5022,Account,High,Update Profile,
3816,Account,High,Delete Account,
5863,Account,High,Subscription Change,
1315,Account,High,Subscription Change,
2618,Account,High,Subscription Change,
1137,Account,High,Update Profile,
1219,Account,High,Subscription Change,
4697,Account,High,Subscription Change,
332,Account,High,Update Profile,
5620,Account,High,Update Profile,
1580,Account,High,Update Profile,
689,Account,High,Update Profile,
2865,Account,High,Update Profile,
4926,Account,High,Update Profile,
155,Account,High,Update Profile,
497,Account,High,Delete Account,
1491,Account,High,Subscription Change,
4269,Account,High,Update Profile,
2072,Account,High,Update Profile,
3228,Account,High,Update Profile,
3544,Account,High,Update Profile,
5681,Account,High,Update Profile,
3795,Account,High,Update Profile,
3324,Account,High,Subscription Change,
2771,Account,High,Update Profile,
4118,Account,High,Subscription Change,
104,Account,High,Update Profile,
1426,Account,High,Update Profile,
4182,Account,High,Delete Account,
5302,Account,High,Update Profile,
1359,Account,High,Update Profile,
1627,Account,High,Subscription Change,
2426,Account,High,Subscription Change,
3092,Account,High,Update Profile,
3869,Account,High,Update Profile,
1098,Account,High,Update Profile,
3974,Account,High,Subscription Change,
3415,Account,High,Subscription Change,
5721,Account,High,Update Profile,
5193,Account,High,Update Profile,
3026,Account,High,Update Profile,
2035,Account,High,Update Profile,
731,Account,High,Subscription Change,
889,Account,High,Update Profile,
3119,Account,High,Update Profile,
3947,Account,High,Update Profile,
4603,Account,High,Update Profile,
5290,Account,High,Update Profile,
5283,Account,High,Update Profile,
4914,Account,High,Update Profile,
5234,Account,High,Delete Account,
1694,Account,High,Update Profile,
199,Account,High,Update Profile,
5218,Account,High,Subscription Change,
2075,Account,High,Update Profile,
5114,Account,High,Subscription Change,
961,Account,High,Subscription Change,
1591,Account,High,Update Profile,
755,Account,High,Subscription Change,
508,Account,High,Update Profile,
2863,Account,High,Update Profile,
3203,Account,High,Delete Account,
4032,Account,High,Update Profile,
53,Account,High,Subscription Change,
3769,Account,High,Subscription Change,
3653,Account,High,Update Profile,
5480,Account,High,Update Profile,
1702,Account,High,Delete Account,
5986,Account,High,Subscription Change,
3347,Account,High,Update Profile,
3673,Account,High,Update Profile,
5212,Account,High,Delete Account,
3728,Account,High,Update Profile,
4969,Account,High,Update Profile,
2226,Account,High,Update Profile,
3690,Account,High,Update Profile,
1685,Account,High,Update Profile,
1177,Account,High,Update Profile,
2232,Account,High,Subscription Change,
1248,Account,High,Subscription Change,
5935,Account,High,Update Profile,
1048,Account,High,Subscription Change,
615,Account,High,Update Profile,
2713,Account,High,Subscription Change,
2192,Account,High,Update Profile,
5754,Account,High,Subscription Change,
3692,Account,High,Update Profile,
743,Account,High,Subscription Change,
2464,Account,High,Update Profile,
1629,Account,High,Subscription Change,
5953,Account,High,Update Profile,
1918,Account,High,Subscription Change,
4783,Account,High,Update Profile,
4871,Account,High,Update Profile,
5486,Account,High,Update Profile,
2973,Account,High,Update Profile,
5077,Account,High,Update Profile,
2821,Account,High,Update Profile,
4409,Account,High,Update Profile,
304,Account,High,Subscription Change,
4739,Account,High,Subscription Change,
662,Account,High,Update Profile,
1508,Account,High,Update Profile,
2428,Account,High,Subscription Change,
1554,Account,High,Update Profile,
623,Account,High,Delete Account,
3125,Account,High,Update Profile,
1758,Account,High,Subscription Change,
44,Account,High,Subscription Change,
4468,Account,High,Update Profile,
4802,Account,High,Update Profile,
5479,Account,High,Update Profile,
3690,Account,High,Update Profile,
809,Account,High,Update Profile,
2524,Account,High,Subscription Change,
4088,Account,High,Subscription Change,
3731,Account,High,Subscription Change,
379,Account,High,Subscription Change,
923,Account,High,Update Profile,
2721,Account,High,Subscription Change,
5692,Account,High,Subscription Change,
1643,Account,High,Update Profile,
3393,Account,High,Subscription Change,
3510,Bug,High,Data Sync Error,
5663,Bug,High,UI Glitch,
1904,Bug,High,UI Glitch,
4520,Bug,High,Data Sync Error,
5887,Bug,High,UI Glitch,
3009,Bug,High,UI Glitch,
2782,Bug,High,Data Sync Error,
3652,Bug,High,Data Sync Error,
3721,Bug,High,App Crash,
2147,Bug,High,Data Sync Error,
3,Bug,High,UI Glitch,
2433,Bug,High,UI Glitch,
4488,Bug,High,App Crash,
1164,Bug,High,UI Glitch,
4107,Bug,High,Data Sync Error,
975,Bug,High,UI Glitch,
5552,Bug,High,App Crash,
277,Bug,High,Data Sync Error,
5215,Bug,High,App Crash,
5083,Bug,High,Data Sync Error,
5720,Bug,High,App Crash,
5175,Bug,High,App Crash,
7,Bug,High,UI Glitch,
2106,Bug,High,App Crash,
4742,Bug,High,UI Glitch,
1812,Bug,High,Data Sync Error,
17,Bug,High,App Crash,
4163,Bug,High,UI Glitch,
419,Bug,High,App Crash,
4113,Bug,High,Data Sync Error,
5064,Bug,High,App Crash,
1465,Bug,High,Data Sync Error,
5510,Bug,High,UI Glitch,
4247,Bug,High,UI Glitch,
1190,Bug,High,Data Sync Error,
3486,Bug,High,UI Glitch,
3790,Bug,High,UI Glitch,
3967,Bug,High,App Crash,
1972,Bug,High,UI Glitch,
5543,Bug,High,UI Glitch,
4638,Bug,High,UI Glitch,
2821,Bug,High,App Crash,
3374,Bug,High,Data Sync Error,
4111,Bug,High,App Crash,
1755,Bug,High,UI Glitch,
4362,Bug,High,UI Glitch,
1782,Bug,High,App Crash,
800,Bug,High,UI Glitch,
3079,Bug,High,UI Glitch,
5228,Bug,High,UI Glitch,
4987,Bug,High,Data Sync Error,
3384,Bug,High,UI Glitch,
5631,Bug,High,UI Glitch,
3652,Bug,High,App Crash,
313,Bug,High,App Crash,
2438,Bug,High,UI Glitch,
3031,Bug,High,Data Sync Error,
5656,Bug,High,App Crash,
3956,Bug,High,UI Glitch,
2913,Bug,High,UI Glitch,
1188,Bug,High,UI Glitch,
1455,Bug,High,App Crash,
882,Bug,High,UI Glitch,
4493,Bug,High,Data Sync Error,
4040,Bug,High,UI Glitch,
4316,Bug,High,Data Sync Error,
4223,Bug,High,Data Sync Error,
5146,Bug,High,UI Glitch,
3446,Bug,High,App Crash,
3878,Bug,High,UI Glitch,
4105,Bug,High,UI Glitch,
696,Bug,High,UI Glitch,
3646,Bug,High,UI Glitch,
3132,Bug,High,App Crash,
3374,Bug,High,App Crash,
1093,Bug,High,App Crash,
1513,Bug,High,UI Glitch,
5846,Bug,High,App Crash,
4021,Bug,High,Data Sync Error,
1002,Bug,High,App Crash,
817,Bug,High,UI Glitch,
2758,Bug,High,Data Sync Error,
2568,Bug,High,App Crash,
3986,Bug,High,App Crash,
5088,Bug,High,Data Sync Error,
2885,Bug,High,UI Glitch,
3101,Bug,High,Data Sync Error,
4454,Bug,High,UI Glitch,
1357,Bug,High,Data Sync Error,
38,Bug,High,App Crash,
3367,Bug,High,UI Glitch,
5788,Bug,High,UI Glitch,
4186,Bug,High,UI Glitch,
4417,Bug,High,UI Glitch,
1692,Bug,High,App Crash,
2140,Bug,High,Data Sync Error,
1202,Bug,High,UI Glitch,
5175,Bug,High,UI Glitch,
4303,Bug,High,App Crash,
4179,Bug,High,Data Sync Error,
965,Bug,High,App Crash,
1180,Bug,High,UI Glitch,
3930,Bug,High,App Crash,
5297,Bug,High,Data Sync Error,
361,Bug,High,UI Glitch,
610,Bug,High,Data Sync Error,
1653,Bug,High,UI Glitch,
5154,Bug,High,UI Glitch,
4813,Bug,High,UI Glitch,
113,Bug,High,Data Sync Error,
1640,Bug,High,UI Glitch,
1222,Bug,High,UI Glitch,
4034,Bug,High,UI Glitch,
3224,Bug,High,App Crash,
3763,Bug,High,UI Glitch,
5968,Bug,High,App Crash,
4293,Bug,High,UI Glitch,
4886,Bug,High,Data Sync Error,
5705,Bug,High,App Crash,
1697,Bug,High,UI Glitch,
2106,Bug,High,UI Glitch,
951,Bug,High,UI Glitch,
3043,Bug,High,UI Glitch,
5598,Bug,High,App Crash,
2471,Bug,High,Data Sync Error,
5111,Bug,High,UI Glitch,
4684,Bug,High,Data Sync Error,
603,Bug,High,UI Glitch,
1651,Bug,High,UI Glitch,
3982,Bug,High,UI Glitch,
3039,Bug,High,Data Sync Error,
2563,Bug,High,UI Glitch,
3208,Bug,High,UI Glitch,
4948,Bug,High,Data Sync Error,
1254,Bug,High,App Crash,
3018,Bug,High,Data Sync Error,
4633,Bug,High,App Crash,
4757,Bug,High,App Crash,
4172,Bug,High,UI Glitch,
4278,Bug,High,UI Glitch,
3834,Bug,High,UI Glitch,
1995,Bug,High,UI Glitch,
4146,Bug,High,Data Sync Error,
4693,Bug,High,UI Glitch,
4908,Bug,High,UI Glitch,
2366,Bug,High,UI Glitch,
856,Bug,High,UI Glitch,
3257,Bug,High,UI Glitch,
5833,Bug,High,App Crash,
5012,Bug,High,App Crash,
4088,Bug,High,Data Sync Error,
3247,Bug,High,UI Glitch,
4364,Bug,High,UI Glitch,
1923,Bug,High,App Crash,
1069,Bug,High,Data Sync Error,
276,Bug,High,UI Glitch,
1472,Bug,High,UI Glitch,
3284,Bug,High,App Crash,
3694,Bug,High,App Crash,
4138,Bug,High,App Crash,
5508,Bug,High,UI Glitch,
4907,Bug,High,UI Glitch,
1439,Bug,High,App Crash,
2934,Bug,High,Data Sync Error,
2575,Bug,High,App Crash,
3310,Bug,High,UI Glitch,
5498,Bug,High,App Crash,
4804,Bug,High,UI Glitch,
3232,Bug,High,UI Glitch,
706,Bug,High,Data Sync Error,
5290,Bug,High,UI Glitch,
222,Bug,High,UI Glitch,
1967,Bug,High,UI Glitch,
4410,Bug,High,Data Sync Error,
4149,Bug,High,UI Glitch,
2887,Bug,High,UI Glitch,
3573,Bug,High,Data Sync Error,
1933,Bug,High,UI Glitch,
