Issue_Type_ID,Issue_Category,Priority_Level,Issue_Subcategory_Corrected
3796,Account,High,Subscription Change
3812,Account,High,Subscription Change
3836,Account,High,Update Profile
3850,Account,High,Subscription Change
3859,Account,High,Subscription Change
3873,Account,High,Update Profile
3886,Account,High,Update Profile
3889,Account,High,Update Profile
3913,Account,High,Update Profile
3964,Account,High,Update Profile
3989,Account,High,Update Profile
4025,Account,High,Update Profile
4077,Account,High,Delete Account
4082,Account,High,Subscription Change
4098,Account,High,Update Profile
4138,Account,High,Update Profile
4143,Account,High,Update Profile
4173,Account,High,Update Profile
4174,Account,High,Update Profile
4206,Account,High,Update Profile
4273,Account,High,Subscription Change
4299,Account,High,Update Profile
4302,Account,High,Subscription Change
4313,Account,High,Update Profile
4327,Account,High,Update Profile
4392,Account,High,Delete Account
4398,Account,High,Update Profile
4411,Account,High,Update Profile
4413,Account,High,Subscription Change
4423,Account,High,Subscription Change
4424,Account,High,Update Profile
4488,Account,High,Update Profile
4490,Account,High,Update Profile
4497,Account,High,Subscription Change
4537,Account,High,Subscription Change
4539,Account,High,Update Profile
4541,Account,High,Update Profile
4544,Account,High,Update Profile
4546,Account,High,Update Profile
4552,Account,High,Subscription Change
4565,Account,High,Update Profile
4574,Account,High,Update Profile
4590,Account,High,Update Profile
4604,Account,High,Update Profile
4606,Account,High,Update Profile
4607,Account,High,Update Profile
4631,Account,High,Update Profile
4644,Account,High,Delete Account
4645,Account,High,Update Profile
4662,Account,High,Update Profile
4684,Account,High,Subscription Change
4701,Account,High,Update Profile
4708,Account,High,Subscription Change
4740,Account,High,Subscription Change
4788,Account,High,Update Profile
4796,Account,High,Subscription Change
4832,Account,High,Update Profile
4834,Account,High,Update Profile
4851,Account,High,Delete Account
4868,Account,High,Update Profile
4918,Account,High,Subscription Change
4921,Account,High,Subscription Change
4923,Account,High,Update Profile
4942,Account,High,Update Profile
4954,Account,High,Delete Account
4968,Account,High,Subscription Change
5004,Account,High,Update Profile
5020,Account,High,Update Profile
5022,Account,High,Delete Account
5025,Account,High,Update Profile
5035,Account,High,Update Profile
5058,Account,High,Update Profile
5066,Account,High,Update Profile
5140,Account,High,Update Profile
5175,Account,High,Update Profile
5183,Account,High,Subscription Change
5191,Account,High,Subscription Change
5193,Account,High,Update Profile
5228,Account,High,Subscription Change
5229,Account,High,Update Profile
5318,Account,High,Subscription Change
5322,Account,High,Update Profile
5337,Account,High,Subscription Change
5339,Account,High,Update Profile
5358,Account,High,Subscription Change
5374,Account,High,Update Profile
5393,Account,High,Subscription Change
5427,Account,High,Update Profile
5429,Account,High,Subscription Change
5467,Account,High,Update Profile
5474,Account,High,Update Profile
5481,Account,High,Update Profile
5504,Account,High,Update Profile
5526,Account,High,Update Profile
5544,Account,High,Update Profile
5553,Account,High,Update Profile
5574,Account,High,Subscription Change
5629,Account,High,Subscription Change
5644,Account,High,Update Profile
5651,Account,High,Update Profile
5655,Account,High,Subscription Change
5663,Account,High,Update Profile
5678,Account,High,Delete Account
5687,Account,High,Update Profile
5729,Account,High,Subscription Change
5749,Account,High,Subscription Change
5758,Account,High,Update Profile
5783,Account,High,Update Profile
5794,Account,High,Update Profile
5803,Account,High,Update Profile
5812,Account,High,Update Profile
5824,Account,High,Subscription Change
5902,Account,High,Subscription Change
5920,Account,High,Subscription Change
5922,Account,High,Subscription Change
5925,Account,High,Update Profile
5942,Account,High,Subscription Change
5946,Account,High,Subscription Change
5966,Account,High,Update Profile
5974,Account,High,Subscription Change
13,Bug,High,Data Sync Error
22,Bug,High,UI Glitch
60,Bug,High,UI Glitch
89,Bug,High,Data Sync Error
101,Bug,High,UI Glitch
134,Bug,High,UI Glitch
143,Bug,High,Data Sync Error
170,Bug,High,Data Sync Error
180,Bug,High,App Crash
190,Bug,High,Data Sync Error
207,Bug,High,UI Glitch
210,Bug,High,UI Glitch
211,Bug,High,App Crash
219,Bug,High,UI Glitch
224,Bug,High,Data Sync Error
226,Bug,High,UI Glitch
232,Bug,High,App Crash
261,Bug,High,Data Sync Error
271,Bug,High,App Crash
279,Bug,High,Data Sync Error
314,Bug,High,App Crash
315,Bug,High,App Crash
319,Bug,High,UI Glitch
338,Bug,High,App Crash
343,Bug,High,UI Glitch
349,Bug,High,Data Sync Error
367,Bug,High,App Crash
372,Bug,High,UI Glitch
390,Bug,High,App Crash
396,Bug,High,Data Sync Error
407,Bug,High,App Crash
455,Bug,High,Data Sync Error
457,Bug,High,UI Glitch
459,Bug,High,UI Glitch
473,Bug,High,Data Sync Error
478,Bug,High,UI Glitch
492,Bug,High,UI Glitch
500,Bug,High,App Crash
519,Bug,High,UI Glitch
535,Bug,High,UI Glitch
540,Bug,High,UI Glitch
548,Bug,High,App Crash
571,Bug,High,Data Sync Error
574,Bug,High,App Crash
576,Bug,High,UI Glitch
578,Bug,High,UI Glitch
617,Bug,High,App Crash
618,Bug,High,UI Glitch
633,Bug,High,UI Glitch
639,Bug,High,UI Glitch
640,Bug,High,Data Sync Error
675,Bug,High,UI Glitch
682,Bug,High,UI Glitch
688,Bug,High,App Crash
697,Bug,High,App Crash
698,Bug,High,UI Glitch
727,Bug,High,Data Sync Error
752,Bug,High,App Crash
816,Bug,High,UI Glitch
835,Bug,High,UI Glitch
847,Bug,High,UI Glitch
850,Bug,High,App Crash
859,Bug,High,UI Glitch
862,Bug,High,Data Sync Error
884,Bug,High,UI Glitch
905,Bug,High,Data Sync Error
925,Bug,High,Data Sync Error
946,Bug,High,UI Glitch
955,Bug,High,App Crash
968,Bug,High,UI Glitch
972,Bug,High,UI Glitch
981,Bug,High,UI Glitch
996,Bug,High,UI Glitch
1028,Bug,High,App Crash
1029,Bug,High,App Crash
1075,Bug,High,App Crash
1082,Bug,High,UI Glitch
1086,Bug,High,App Crash
1138,Bug,High,Data Sync Error
1150,Bug,High,App Crash
1151,Bug,High,UI Glitch
1155,Bug,High,Data Sync Error
1163,Bug,High,App Crash
1167,Bug,High,App Crash
1179,Bug,High,Data Sync Error
1211,Bug,High,UI Glitch
1234,Bug,High,Data Sync Error
1235,Bug,High,UI Glitch
1271,Bug,High,Data Sync Error
1281,Bug,High,App Crash
1293,Bug,High,UI Glitch
1294,Bug,High,UI Glitch
1302,Bug,High,UI Glitch
1316,Bug,High,UI Glitch
1372,Bug,High,App Crash
1374,Bug,High,Data Sync Error
1390,Bug,High,UI Glitch
1400,Bug,High,UI Glitch
1401,Bug,High,App Crash
1415,Bug,High,Data Sync Error
1420,Bug,High,App Crash
1428,Bug,High,UI Glitch
1455,Bug,High,App Crash
1457,Bug,High,Data Sync Error
1474,Bug,High,UI Glitch
1483,Bug,High,Data Sync Error
1486,Bug,High,UI Glitch
1515,Bug,High,UI Glitch
1521,Bug,High,UI Glitch
1532,Bug,High,Data Sync Error
1542,Bug,High,UI Glitch
1560,Bug,High,UI Glitch
1604,Bug,High,UI Glitch
1615,Bug,High,App Crash
1616,Bug,High,UI Glitch
1647,Bug,High,App Crash
1660,Bug,High,UI Glitch
1682,Bug,High,Data Sync Error
1711,Bug,High,App Crash
1730,Bug,High,UI Glitch
1757,Bug,High,UI Glitch
1761,Bug,High,UI Glitch
1766,Bug,High,UI Glitch
1774,Bug,High,App Crash
1795,Bug,High,Data Sync Error
1810,Bug,High,UI Glitch
1815,Bug,High,Data Sync Error
1828,Bug,High,UI Glitch
1831,Bug,High,UI Glitch
1846,Bug,High,UI Glitch
1848,Bug,High,Data Sync Error
1883,Bug,High,UI Glitch
1884,Bug,High,UI Glitch
1890,Bug,High,Data Sync Error
1891,Bug,High,App Crash
1896,Bug,High,Data Sync Error
1920,Bug,High,App Crash
1922,Bug,High,App Crash
1928,Bug,High,UI Glitch
1960,Bug,High,UI Glitch
1984,Bug,High,UI Glitch
1996,Bug,High,UI Glitch
1999,Bug,High,Data Sync Error
2014,Bug,High,UI Glitch
2018,Bug,High,UI Glitch
2051,Bug,High,UI Glitch
2097,Bug,High,UI Glitch
2099,Bug,High,UI Glitch
2100,Bug,High,App Crash
2110,Bug,High,App Crash
2119,Bug,High,Data Sync Error
2143,Bug,High,UI Glitch
2151,Bug,High,UI Glitch
2160,Bug,High,App Crash
2233,Bug,High,Data Sync Error
2264,Bug,High,UI Glitch
2268,Bug,High,UI Glitch
2272,Bug,High,App Crash
2283,Bug,High,App Crash
2301,Bug,High,App Crash
2324,Bug,High,UI Glitch
2342,Bug,High,UI Glitch
2352,Bug,High,App Crash
2357,Bug,High,Data Sync Error
2397,Bug,High,App Crash
2412,Bug,High,UI Glitch
2425,Bug,High,App Crash
2431,Bug,High,UI Glitch
2434,Bug,High,UI Glitch
2455,Bug,High,Data Sync Error
2471,Bug,High,UI Glitch
2494,Bug,High,UI Glitch
2499,Bug,High,UI Glitch
2501,Bug,High,Data Sync Error
2506,Bug,High,UI Glitch
2516,Bug,High,UI Glitch
2559,Bug,High,Data Sync Error
2602,Bug,High,UI Glitch
2609,Bug,High,App Crash
2634,Bug,High,App Crash
2655,Bug,High,Data Sync Error
2665,Bug,High,UI Glitch
2668,Bug,High,App Crash
2672,Bug,High,UI Glitch
2679,Bug,High,UI Glitch
2691,Bug,High,Data Sync Error
2692,Bug,High,App Crash
2733,Bug,High,App Crash
2756,Bug,High,Data Sync Error
2761,Bug,High,UI Glitch
2803,Bug,High,UI Glitch
2812,Bug,High,UI Glitch
2848,Bug,High,UI Glitch
2869,Bug,High,App Crash
2900,Bug,High,UI Glitch
2908,Bug,High,UI Glitch
2936,Bug,High,UI Glitch
2958,Bug,High,App Crash
3009,Bug,High,UI Glitch
3013,Bug,High,UI Glitch
3016,Bug,High,UI Glitch
3017,Bug,High,App Crash
3042,Bug,High,UI Glitch
3058,Bug,High,App Crash
3063,Bug,High,UI Glitch
3086,Bug,High,App Crash
3088,Bug,High,UI Glitch
3095,Bug,High,App Crash
3101,Bug,High,UI Glitch
3116,Bug,High,UI Glitch
3121,Bug,High,UI Glitch
3157,Bug,High,Data Sync Error
3164,Bug,High,UI Glitch
3171,Bug,High,Data Sync Error
3199,Bug,High,UI Glitch
3200,Bug,High,App Crash
3201,Bug,High,UI Glitch
3231,Bug,High,Data Sync Error
3241,Bug,High,Data Sync Error
3245,Bug,High,Data Sync Error
3258,Bug,High,App Crash
3259,Bug,High,App Crash
3261,Bug,High,UI Glitch
3270,Bug,High,UI Glitch
3308,Bug,High,UI Glitch
3317,Bug,High,UI Glitch
3374,Bug,High,UI Glitch
3381,Bug,High,UI Glitch
3399,Bug,High,UI Glitch
3404,Bug,High,App Crash
3465,Bug,High,App Crash
3469,Bug,High,Data Sync Error
3486,Bug,High,Data Sync Error
3515,Bug,High,Data Sync Error
3529,Bug,High,UI Glitch
3531,Bug,High,UI Glitch
3539,Bug,High,UI Glitch
3552,Bug,High,App Crash
3632,Bug,High,UI Glitch
3635,Bug,High,Data Sync Error
3707,Bug,High,App Crash
3708,Bug,High,App Crash
3712,Bug,High,UI Glitch
3719,Bug,High,UI Glitch
3725,Bug,High,UI Glitch
3726,Bug,High,App Crash
3754,Bug,High,App Crash
3771,Bug,High,UI Glitch
3777,Bug,High,Data Sync Error
3815,Bug,High,UI Glitch
3819,Bug,High,Data Sync Error
3855,Bug,High,Data Sync Error
3882,Bug,High,UI Glitch
3893,Bug,High,App Crash
3911,Bug,High,App Crash
3916,Bug,High,UI Glitch
3930,Bug,High,UI Glitch
3978,Bug,High,Data Sync Error
4011,Bug,High,App Crash
4022,Bug,High,UI Glitch
4031,Bug,High,UI Glitch
4058,Bug,High,UI Glitch
4064,Bug,High,Data Sync Error
4091,Bug,High,App Crash
4096,Bug,High,UI Glitch
4099,Bug,High,UI Glitch
4131,Bug,High,App Crash
4148,Bug,High,App Crash
4165,Bug,High,Data Sync Error
4167,Bug,High,App Crash
4168,Bug,High,UI Glitch
4170,Bug,High,UI Glitch
4172,Bug,High,Data Sync Error
4189,Bug,High,App Crash
4223,Bug,High,App Crash
4259,Bug,High,Data Sync Error
4260,Bug,High,UI Glitch
4262,Bug,High,UI Glitch
4276,Bug,High,App Crash
4287,Bug,High,App Crash
4291,Bug,High,App Crash
4293,Bug,High,App Crash
4306,Bug,High,Data Sync Error
4307,Bug,High,App Crash
4311,Bug,High,UI Glitch
4362,Bug,High,UI Glitch
4366,Bug,High,App Crash
4372,Bug,High,App Crash
4395,Bug,High,UI Glitch
4418,Bug,High,UI Glitch
4457,Bug,High,UI Glitch
4470,Bug,High,UI Glitch
4496,Bug,High,UI Glitch
4505,Bug,High,App Crash
4510,Bug,High,Data Sync Error
4519,Bug,High,App Crash
4536,Bug,High,App Crash
4568,Bug,High,Data Sync Error
4609,Bug,High,UI Glitch
4613,Bug,High,App Crash
4636,Bug,High,UI Glitch
4649,Bug,High,UI Glitch
4687,Bug,High,Data Sync Error
4697,Bug,High,UI Glitch
4804,Bug,High,App Crash
4825,Bug,High,UI Glitch
4861,Bug,High,App Crash
4879,Bug,High,UI Glitch
4903,Bug,High,Data Sync Error
4909,Bug,High,Data Sync Error
4922,Bug,High,Data Sync Error
4931,Bug,High,UI Glitch
4964,Bug,High,App Crash
4974,Bug,High,UI Glitch
4986,Bug,High,Data Sync Error
5008,Bug,High,UI Glitch
5013,Bug,High,UI Glitch
5023,Bug,High,App Crash
5047,Bug,High,UI Glitch
5078,Bug,High,UI Glitch
5079,Bug,High,UI Glitch
5083,Bug,High,App Crash
5102,Bug,High,App Crash
5103,Bug,High,App Crash
5136,Bug,High,UI Glitch
5189,Bug,High,App Crash
5214,Bug,High,UI Glitch
5222,Bug,High,Data Sync Error
5236,Bug,High,Data Sync Error
5237,Bug,High,UI Glitch
5252,Bug,High,UI Glitch
5261,Bug,High,App Crash
5276,Bug,High,Data Sync Error
5282,Bug,High,UI Glitch
5298,Bug,High,UI Glitch
5302,Bug,High,UI Glitch
5310,Bug,High,App Crash
5314,Bug,High,App Crash
5340,Bug,High,App Crash
5369,Bug,High,App Crash
5381,Bug,High,Data Sync Error
5387,Bug,High,Data Sync Error
5392,Bug,High,Data Sync Error
5404,Bug,High,UI Glitch
5411,Bug,High,App Crash
5415,Bug,High,Data Sync Error
5418,Bug,High,Data Sync Error
5421,Bug,High,Data Sync Error
5424,Bug,High,App Crash
5447,Bug,High,App Crash
5471,Bug,High,Data Sync Error
5488,Bug,High,Data Sync Error
5490,Bug,High,App Crash
5546,Bug,High,Data Sync Error
5549,Bug,High,UI Glitch
5551,Bug,High,UI Glitch
5579,Bug,High,UI Glitch
5590,Bug,High,App Crash
5596,Bug,High,UI Glitch
5609,Bug,High,Data Sync Error
5610,Bug,High,UI Glitch
5646,Bug,High,Data Sync Error
5647,Bug,High,UI Glitch
5648,Bug,High,Data Sync Error
5674,Bug,High,UI Glitch
5685,Bug,High,App Crash
5713,Bug,High,Data Sync Error
5716,Bug,High,UI Glitch
5739,Bug,High,UI Glitch
5761,Bug,High,UI Glitch
5765,Bug,High,App Crash
5770,Bug,High,UI Glitch
5806,Bug,High,App Crash
5807,Bug,High,Data Sync Error
5809,Bug,High,App Crash
5821,Bug,High,App Crash
5840,Bug,High,UI Glitch
5844,Bug,High,Data Sync Error
5850,Bug,High,App Crash
5885,Bug,High,App Crash
5894,Bug,High,App Crash
5908,Bug,High,UI Glitch
5928,Bug,High,App Crash
5933,Bug,High,App Crash
5950,Bug,High,App Crash
5994,Bug,High,Data Sync Error
3,Payment,High,Refund Request
7,Payment,High,Invoice Inquiry
40,Payment,High,Refund Request
42,Payment,High,Invoice Inquiry
56,Payment,High,Invoice Inquiry
66,Payment,High,Payment Failed
96,Payment,High,Payment Failed
98,Payment,High,Refund Request
102,Payment,High,Payment Failed
111,Payment,High,Payment Failed
115,Payment,High,Payment Failed
122,Payment,High,Payment Failed
135,Payment,High,Refund Request
146,Payment,High,Payment Failed
163,Payment,High,Invoice Inquiry
